nodesinf,100,126,161,204,259,329,417,529,672,853,1082,1373,1743,2212,2807,3562,4520,5736,7278,9236,11721,14873,18873,23950,30391,38566,48939,62101,78804,100000,129154,166810,215443,278255,359381,464158,599484,774263,1000000
lifan-CR1-infp,0.000667,0.0,0.000414,0.001307,0.001802,0.001418,0.002878,0.002142,0.002877,0.005315,0.005669,0.007575,0.009237,0.009916,0.013787,0.017088,0.021954,0.027813,0.034396,0.044327,0.054765,0.069316,0.087674,0.109162,0.13724,0.17076,0.211198,0.259888,0.318154,0.386448,0.482853,0.621712,0.805266,0.946867,0.99378,0.999274,0.99972,0.999887,0.999961
driver-CR1-infp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000252,0.0,0.0,0.0,0.0,0.0,0.0,7.1e-05,5.6e-05,0.000133,0.000151,0.000174,0.000238,0.000319,0.000475,0.000576,0.000736,0.001163,0.002793,0.01009,0.040411,0.13905,0.363453,0.699208,0.929516,0.992327,0.99886,0.999737,0.999964,0.999998,1.0,1.0
