nodesCR1,1e3,2e3,5e3,7.5e3,1e4,1.25e4,1.5e4,1.75e4,2e4,2.25e4,2.5e4,2.75e4,3e4,3.33e4,3.66e4,4e4,4.5e4,5e4,5.5e4,6e4,7e4,8e4,9e4,1e5
nodesCR2,1e3,2e3,3e3,4e3,5e3,6e3,7e3,8e3,9e3,1e4,1.2e4,1.4e4,1.6e4,1.8e4,2e4,2.33e4,2.66e4,3e4,3.5e4,4e4,4.5e4,5e4,6e4,1e5
lem-green-CR1,0.0022,0.004133,0.010133,0.015893,0.036053,0.101861,0.236982,0.426747,0.614137,0.764009,0.864641,0.922792,0.954297,0.974117,0.983124,0.988523,0.993081,0.995791,0.997508,0.998513,0.999528,0.999857,0.999963,0.999988
lem-green-CR2,0.001767,0.006233,0.026467,0.081217,0.180927,0.318533,0.467371,0.609108,0.724141,0.815917,0.922953,0.968,0.986365,0.993433,0.996537,0.998714,0.9996,0.999856,0.999974,0.999996,1.0,1.0,1.0,1.0
li-fan-2l-CR1,0.0275,0.056567,0.130607,0.188662,0.243917,0.292915,0.340684,0.386051,0.431082,0.480037,0.528827,0.580252,0.635482,0.708629,0.777183,0.838596,0.90618,0.947798,0.971738,0.984181,0.993353,0.996015,0.997361,0.998119
li-fan-2l-CR2,0.0247,0.051933,0.078489,0.106917,0.132813,0.167106,0.202081,0.244154,0.293889,0.34668,0.469753,0.592217,0.70495,0.796896,0.864077,0.934117,0.967982,0.983821,0.993045,0.995903,0.997309,0.99807,0.998938,0.999734
lr-fhss-driver-CR1,0.000267,0.0005,0.000967,0.004169,0.022973,0.082085,0.193058,0.346678,0.515468,0.66996,0.787112,0.869685,0.920193,0.957727,0.975133,0.984237,0.990941,0.994281,0.996468,0.997953,0.999237,0.999766,0.999918,0.999972
lr-fhss-driver-CR2,0.000967,0.006767,0.031544,0.088183,0.173927,0.281939,0.406995,0.531167,0.640107,0.735163,0.866656,0.93629,0.970542,0.985959,0.992682,0.997376,0.998929,0.999516,0.99989,0.999973,0.999997,0.999999,1.0,1.0
