nodes,1048,1206,1389,1599,1842,2120,2442,2811,3237,3727,4291,4941,5689
lifan-CR2-5000p-dec_bytes,104665.0,118338.0,128260.0,135157.0,144353.0,147015.0,138787.0,125356.0,104181.0,84700.0,60500.0,43318.0,30734.0
lifan-CR2-5000p-dec_pckts,865.0,978.0,1060.0,1117.0,1193.0,1215.0,1147.0,1036.0,861.0,700.0,500.0,358.0,254.0
lifan-CR2-5000p-col_pckts,183.0,228.0,329.0,482.0,649.0,905.0,1295.0,1775.0,2376.0,3027.0,3791.0,4583.0,5435.0
lifan-CR2-5000p-dec_bytes-base,105028.0, 117128.0, 128260.0, 139997.0, 144474.0, 139271.0, 137577.0, 119790.0, 102245.0, 72479.0, 54208.0, 36663.0, 25047.0
lifan-CR2-5000p-dec_pckts-base,868.0, 968.0, 1060.0, 1157.0, 1194.0, 1151.0, 1137.0, 990.0, 845.0, 599.0, 448.0, 303.0, 207.0
lifan-CR2-5000p-col_pckts-base,180.0, 238.0, 329.0, 442.0, 648.0, 969.0, 1305.0, 1821.0, 2392.0, 3128.0, 3843.0, 4638.0, 5482.0
